"","cluster","Geo_FIPS"
"1358",0,6095252305
"1359",0,6095252306
"1360",0,6095252401
"1361",0,6095252402
"1362",0,6095252501
"1363",2,6095252502
"1364",0,6095252604
"1365",0,6095252605
"1366",0,6095252606
"1367",0,6095252607
"1368",0,6095252608
"1369",0,6095252702
"1370",0,6095252703
"1371",0,6095252502
"1372",0,6095252704
"1373",0,6095252705
"1374",0,6095252706
"1375",0,6095252707
"1376",0,6095252903
"1377",0,6095252904
"1378",0,6095252908
"1379",0,6095252909
"1380",0,6095252910
"1381",0,6095253101
"1382",0,6095253105
"1383",0,6095253106
"1384",0,6095253107
"1385",0,6095253000
"1386",0,6095253108
"1387",0,6095253201
"1388",0,6095253203
"1389",0,6095253300
"1390",0,6095253402
"1391",0,6095253500
"1392",0,6097150100
"1393",0,6097150202
"1394",0,6097150303
"1395",0,6097150304
"1396",0,6097150500
"1397",0,6097150601
"1398",0,6097150602
"1399",0,6097150603
"1400",0,6097150701
"1401",0,6097150702
"1402",0,6097150800
"1403",0,6097150901
"1404",0,6097150902
"1405",0,6097151000
"1406",0,6097151100
"1407",0,6097151201
"1408",0,6097151203
"1409",0,6097151204
"1410",0,6097151204
"1411",0,6097151301
"1412",0,6097151203
"1413",0,6097151305
"1414",0,6097151306
"1415",0,6097151308
"1416",0,6097151307
"1417",0,6097151308
"1418",0,6097151309
"1419",0,6097151310
"1420",0,6097151311
"1421",0,6097151401
"1422",0,6097151402
"1423",0,6097151502
"1424",0,6097151503
"1425",0,6097151504
"1426",0,6097151700
"1427",0,6097151800
"1428",0,6097151900
"1429",0,6097152000
"1430",0,6097152100
"1431",0,6097152201
"1432",0,6097152202
"1433",0,6097152203
"1434",0,6097152300
"1435",0,6097152400
"1436",0,6097152501
"1437",0,6097151700
"1438",0,6097152502
"1439",0,6097152600
"1440",0,6097152701
"1441",0,6097152702
"1442",0,6097152801
"1443",0,6097152802
"1444",0,6097152903
"1445",0,6097152904
"1446",0,6097153001
"1447",0,6097153002
"1448",0,6097153003
"1449",0,6097153005
"1450",0,6097153006
"1451",0,6097153102
"1452",0,6097153200
"1453",0,6097153300
"1454",0,6097153401
"1455",0,6097153403
"1456",0,6097153404
"1457",0,6097153501
"1458",0,6097153502
"1459",0,6097153600
"1460",0,6097153703
"1461",0,6097153704
"1462",0,6097153705
"1463",0,6097153706
"1464",0,6097153801
"1465",0,6097153901
"1466",0,6097153901
"1467",0,6097153902
"1468",0,6097153903
"1469",0,6097154000
"1470",0,6097154100
"1471",0,6097154302
